Date,Open,High,Low,Close,Volume,Neutral,Positive,Negative
2007-11-21,4.978537095376813,5.173968167254293,4.943413547915236,5.057190418243408,1217809600,0.33317142724990845,0.0,0.0
2007-11-23,5.163459818167991,5.1649608583010265,5.095914615428501,5.149651050567627,465757600,0.555023623837365,0.0,0.09277435143788655
2007-11-26,5.211191370664652,5.321664702653643,5.17396598133543,5.179670333862305,1305754800,0.8882481190893384,0.0,0.09277435143788655
2007-11-27,5.260124213663531,5.277235669769143,5.103719845396042,5.24781608581543,1317030400,0.7117183340920342,0.14152086774508157,0.09277435143788655
2007-11-28,5.308157138280753,5.421632972166572,5.264027357849964,5.410225868225098,1150912000,0.48986613750457764,0.14152086774508157,0.0
2007-11-29,5.386510386143002,5.5588258241580695,5.3781045595023285,5.532408714294434,1050926800,0.32328255474567413,0.29075170556704205,0.0
2007-11-30,5.623967315441581,5.634774402062619,5.394614026843727,5.470264434814453,1187802000,0.4998762061198552,0.14923083782196045,0.0
2007-12-03,5.459459982243174,5.527906233239076,5.334576607038662,5.369399547576904,961469600,0.4998762061198552,0.14923083782196045,0.0
2007-12-04,5.318064406551096,5.4306392240305295,5.313260676716366,5.397917747497559,773799600,0.666153738896052,0.0,0.0
2007-12-05,5.490379018890826,5.583741308158491,5.475969434755208,5.568731307983398,892402000,0.6560282508532206,0.0,0.0
2007-12-06,5.589444307570921,5.706823218405262,5.587342851791044,5.702320098876953,899810800,0.878212418821123,0.0,0.11111091242896186
2007-12-07,5.7200324214009,5.853622582482207,5.644982021304199,5.832908630371094,1066066400,0.8786052531666226,0.0,0.11111091242896186
2007-12-10,5.811595173719716,5.873736238175682,5.784576849090191,5.830206871032715,722377600,0.8884918557273017,0.0,0.11111091242896186
2007-12-11,5.846418377775586,5.908860454815166,5.625470445571482,5.659993171691895,1110925200,0.9160493065913519,0.0,0.06537974874178569
2007-12-12,5.807091842495527,5.838313083150584,5.57653804076397,5.729640960693359,1225660800,0.9160099476575851,0.0,0.06537974874178569
2007-12-13,5.709525084246065,5.767464424561299,5.638377394024232,5.758757591247559,864617600,0.9036452621221542,0.0,0.06537974874178569
2007-12-14,5.714932287368425,5.799888788942299,5.690015411731674,5.715532302856445,674312800,0.9787436127662659,0.0,0.0
2007-12-17,5.725437261275473,5.783375410829229,5.493081040466307,5.535709381103516,1024693600,0.9411473274230957,0.0,0.0
2007-12-18,5.599351281233564,5.62366732554375,5.3615913751787785,5.493079662322998,1222603200,0.9461146473884582,0.0,0.0
2007-12-19,5.493078164027467,5.5429118725765525,5.4306361248006105,5.497281074523926,827478400,0.6212746779123942,0.2441824475924174,0.0
2007-12-20,5.566631205501014,5.638679143699233,5.503589109273119,5.620066642761231,774057200,0.3255990425745646,0.2441824475924174,0.0
2007-12-21,5.707423866924878,5.821199893951416,5.700519483693616,5.821199893951416,993960800,0.3328157379513695,0.2441824475924174,0.0
2007-12-24,5.854823894210348,5.983910963341072,5.84761970193628,5.9679999351501465,480202800,0.3328157379513695,0.0,0.0
2007-12-26,5.974304910766515,6.032844289687869,5.908560938028497,5.972503662109375,703732400,0.3328157379513695,0.0,0.0
2007-12-27,5.972502838876977,6.09288306770779,5.937980113475998,5.961095333099365,795527600,0.3001414289077123,0.0,0.0
2007-12-28,6.021735851871818,6.050854830554143,5.910361069168534,5.998920440673828,699647200,0.6334602584441503,0.0,0.0
2007-12-31,5.989015166502391,6.01903517813258,5.936479945743598,5.946386814117432,539333200,0.9667396694421768,0.0,0.0
2008-01-02,5.982110406446207,6.011830208086677,5.780375363728508,5.849120616912842,1079178800,0.9533636768658956,0.0,0.0
2008-01-03,5.866231408423027,5.925670996791083,5.784576425208865,5.851821422576904,842066400,0.9487167994181315,0.0,0.0
2008-01-04,5.747350839715102,5.79388187846163,5.370298399997362,5.405121326446533,1455832000,0.8375365138053894,0.10986188385221694,0.0
2008-01-07,5.441146466904708,5.51169415898261,5.11032479827094,5.3327741622924805,2072193200,0.8707302709420522,0.10986188385221694,0.0
2008-01-08,5.407822996496615,5.477470455202255,5.127435520868056,5.140944480895996,1523816000,0.7608833081192441,0.21458301610416838,0.0
2008-01-09,5.142445394514361,5.388610352396708,5.052384995190117,5.385608673095703,1813882000,0.7054422464635638,0.10472113225195144,0.13171722491582236
2008-01-10,5.330972308385805,5.433641048974471,5.265828769630943,5.344181060791016,1482975200,0.38548305299546987,0.10472113225195144,0.13171722491582236
2008-01-11,5.283540032332402,5.339077713625628,5.1034196318020895,5.184173583984375,1232285600,0.4995717604955037,0.0,0.13171722491582236
2008-01-14,5.329171826672285,5.386209756883665,5.258624132461461,5.366997241973877,1100450400,0.6660326520601908,0.0,0.0
2008-01-15,5.335174752696536,5.380204349647615,4.943111520018667,5.0746002197265625,2343278000,0.997734558582306,0.0,0.0
2008-01-16,4.960222211662252,5.073698013009707,4.70415123894564,4.792410373687744,2213845200,0.9980129400889078,0.0,0.0
2008-01-17,4.848547968259852,4.9641252326877705,4.755785708256176,4.829935073852539,1757859600,0.998128871122996,0.0,0.0
2008-01-18,4.854553474784524,4.975835135202743,4.791511380728077,4.844046592712402,1724343600,0.9650966703891753,0.0,0.0
2008-01-22,4.44477830322838,4.80261785932899,4.382937052055632,4.672330379486084,2434754000,0.8473529517650604,0.08161860042148165,0.0
2008-01-23,4.088441163243555,4.202817655928008,3.786738804185997,4.174899101257324,3372969600,0.763665517171224,0.08161860042148165,0.0829540342092514
2008-01-24,4.202515370706136,4.223829736745754,3.962955010980562,4.070726871490479,2005866800,0.7981729010740916,0.08161860042148165,0.0829540342092514
2008-01-25,4.172497205111349,4.17549888516683,3.890908432744192,3.902915954589844,1554739200,0.582724541425705,0.0,0.0829540342092514
2008-01-28,3.8473790617914143,3.998680330198837,3.796043879771673,3.902915954589844,1474844000,0.5545560651355319,0.11110072665744358,0.0
2008-01-29,3.937138076312556,3.986370584292077,3.874096000549995,3.948845386505127,1099982800,0.22137897544436982,0.11110072665744358,0.0
2008-01-30,3.9437425383568128,4.0662246036624765,3.902614841633873,3.9680585861206055,1243051600,0.38797277543279857,0.19577683342827693,0.0
2008-01-31,3.886102641882328,4.102247562267984,3.884602403713174,4.063522338867188,1345674400,0.16659379998842874,0.08467610677083333,0.0
2008-02-01,4.08994039649927,4.100447276700843,3.968058742426809,4.015190601348877,1010744000,0.16659379998842874,0.08467610677083333,0.0
2008-02-04,4.028999772575314,4.079733732114212,3.94524372816787,3.952148914337158,899234000,0.0,0.0,0.0
2008-02-05,3.915525249576977,4.022697157840984,3.869594202714138,3.883403778076172,1141042000,0.266602090994517,0.06666664282480876,0.0
2008-02-06,3.927531801651787,3.960254075501819,3.655549744515495,3.662454128265381,1573272400,0.266602090994517,0.06666664282480876,0.0
2008-02-07,3.6015136821892164,3.7459105426432666,3.52045871398827,3.639638900756836,2083331600,0.266602090994517,0.06666664282480876,0.0
2008-02-08,3.66485635655737,3.773529273253824,3.650446369167202,3.766925096511841,1355972800,0.33332594235738117,0.0,0.0
2008-02-11,3.842874333229305,3.9020136983338345,3.818557889185892,3.8861026763916016,1201432400,0.5832394311825434,0.0,0.07656094431877136
2008-02-12,3.923629821400561,3.932635662983325,3.7110873106297904,3.748312711715698,1225980000,0.5832394311825434,0.0,0.07656094431877136
2008-02-13,3.8029482824399214,3.89601076607954,3.77142724145592,3.884603261947632,968534000,0.24991348882516226,0.0,0.07656094431877136
2008-02-14,3.884603193734527,3.926631514849706,3.812854278682675,3.826364040374756,954097200,0.3272305130958557,0.0,0.0
